college_name,state,stream,affiliation,website,placement_officer_name,placement_email,placement_phone,backup_emails_found,backup_phones_found,fallback_contact_email,fallback_contact_phone,confidence_score,source_urls,email_verified,last_scraped,status,outreach_status
RAJARAJESWARI COLLEGE OF ENGINEERING,Karnataka,Engineering,,https://www.rrce.org/,,,,enquiry@rrce.org,"+91-8028437375, +91-9008845678, +91-9900058214",enquiry@rrce.org,+91-8028437375,65,"https://www.rrce.org/placement-training/, https://www.rrce.org/accreditation/, https://www.rrce.org/thevolthub/",0,2026-08-02T10:48:03+00:00,Needs Follow-up,New
"REVA University Bangalore - REVA University, Bangalore",Karnataka,Engineering,,https://www.joinreva.com/,,,,hello@joinreva.com,,hello@joinreva.com,,70,"https://www.joinreva.com/about-us, https://www.joinreva.com/, https://www.joinreva.com/kees-vacations-case-study, https://www.joinreva.com/privacy, https://www.joinreva.com/how-it-works, https://www.joinreva.com/terms-of-service, https://www.joinreva.com/bnb-breeze-case-study, https://www.joinreva.com/demo",0,2026-08-03T08:35:22+00:00,Needs Follow-up,New
"REVA University Yelahanaka, Bangalore",Karnataka,BCA,,https://www.therevaapartments.com/,,,,,+91-9164678214,,+91-9164678214,70,https://www.therevaapartments.com/,0,2026-08-02T13:44:36+00:00,Needs Follow-up,New
"REVA University, Bangalore",Karnataka,BCA,Bangalore University,https://www.reva.edu.in/,,admissions@reva.edu.in,,,"+91-9611201303, +91-9021190211",admissions@reva.edu.in,+91-8046966966,0,,0,,Needs Follow-up,New
RMK Engineering College,Tamil Nadu,Engineering,Anna University,http://www.rmkec.ac.in,,principal@rmkec.ac.in,,,,principal@rmkec.ac.in,+91-4467906790,0,,0,,Needs Follow-up,New
"RV University Mysore Road, Bangalore",Karnataka,BCA,,https://rvu.edu.in/,,,+91-8951179896,"admissions@rvu.edu.in, officeofadmissions@rvu.edu.in, phdoffice@rvu.edu.in","+91-6366985882, +91-8068199919",admissions@rvu.edu.in,,65,"https://rvu.edu.in/placements/, https://rvu.edu.in/contact/, https://rvu.edu.in/, https://rvu.edu.in/events/, https://rvu.edu.in/research/, https://rvu.edu.in/statutory-committees/, https://rvu.edu.in/exam-office/, https://rvu.edu.in/fee-structure/",0,2026-08-02T13:44:43+00:00,Needs Follow-up,New
"RV University, Bangalore",Karnataka,Engineering,,https://rvu.edu.in/,,,,"admissions@rvu.edu.in, officeofadmissions@rvu.edu.in","+91-8951179896, +91-6366985882",admissions@rvu.edu.in,+91-8951179896,65,https://rvu.edu.in/,0,2026-08-03T13:15:50+00:00,Needs Follow-up,New
RVR and JC College of Engineering,Andhra Pradesh,Engineering,,https://rvrjcce.ac.in/,,,,,"+91-8632232505, +91-8632350343, +91-9985271179, +91-9966641530, +91-9493239173, +91-9490032306, +91-8790413309, +91-7901493318, +91-9849519932, +91-9866281628, +91-9491073317, +91-9491073318",,+91-8632232505,65,"https://rvrjcce.ac.in/xaboutrndcell.php, https://rvrjcce.ac.in/, https://rvrjcce.ac.in/xneslistofinstitutes.php, https://rvrjcce.ac.in/xprincipalsmessage.php, https://rvrjcce.ac.in/xfoundersofinstitute.php, https://rvrjcce.ac.in/xhostels.php, https://rvrjcce.ac.in/xguidesnscholars.php, https://rvrjcce.ac.in/xlibrary.php",0,2026-08-03T12:15:52+00:00,Needs Follow-up,New
Raghu Engineering College,Andhra Pradesh,Engineering,"Various Deemed Universities (GITAM, KLEF, VFSTR, Vignan, Amrita)",https://www.raghuenggcollege.com/our-placements/,,info@raghuenggcollege.in,,,"+91-9885766942, +91-8922248001, +91-8297355115",info@raghuenggcollege.in,+91-9515127092,0,,0,,Needs Follow-up,New
"Rajalakshmi Engineering College, Chennai",Tamil Nadu,Engineering,,http://www.rajalakshmi.edu.in/,,placement@rajalakshmi.edu.in,+91-4437181111,"hr@rajalakshmi.edu.in, training@rajalakshmi.edu.in, cityoffice@rajalakshmi.edu.in, admin@rajalakshmi.edu.in","+91-4426442472, +91-4426445151, +91-4437181113, +91-9025671066, +91-9052671077, +91-4437181001, +91-4437181020, +91-9381981015, +91-9381981009, +91-9381981012, +91-9381981011, +91-9381981008, +91-9381981019, +91-9381981013, +91-9381981002, +91-9381981006, +91-9381981003, +91-9381981004, +91-9381981017, +91-9381981014, +91-9381981016, +91-9381981005, +91-9381981018, +91-9381436664, +91-4437107373, +91-4437106060, +91-4426461316, +91-4426460124",,,100,"http://www.rajalakshmi.edu.in/placement-record-2017-2018.php, http://www.rajalakshmi.edu.in/placement-record-2018-2019.php, http://www.rajalakshmi.edu.in/placement-training.php, http://www.rajalakshmi.edu.in/placement-why-rec.php, http://www.rajalakshmi.edu.in/contact-us.php, http://www.rajalakshmi.edu.in/events/contact-us.php, http://www.rajalakshmi.edu.in/, http://www.rajalakshmi.edu.in/admission-courses.php",0,2026-08-03T13:40:50+00:00,Verified,New
Rajeev Gandhi Memorial College of Engineering and Technology,Andhra Pradesh,Engineering,,http://www.rgmcet.edu.in/,,,+91-8514275203,"principal.9@jntua.ac.in, hcseds@rgmcet.edu.in, ramireddy@pec.edu, rajaram.chenna@iiit.ac.in, rgmtapcell@gmail.com, midde.santhiram@gmail.com, rgmdad09@gmail.com, bb.prahlad@gmail.com, kishorgulla@yahoo.co.in, vundelaap@gmail.com, gopikrishnarao@gmail.com, rameshkumar.nith@gmail.com, ckraju9@gmail.com, rgmmbahod@gmail.com, rgmmathematics@gmail.com, kotatreddy@gmail.com, yadavsuneetha@gmail.com, mba.sudheer@gmail.com, malli.rgmcet@gmail.com, jspd1810@gmail.com, venkatzimic5@gmail.com","+91-9442079377, +91-9866308477, +91-9849409495, +91-8514275646, +91-8514275123, +91-9849348501, +91-9866308411, +91-9440290470, +91-9880677045, +91-8897272089, +91-9898722118, +91-9440277731, +91-8008409231, +91-9493326825, +91-9032345197, +91-7382070765, +91-9440862072, +91-9866308419, +91-9640227708, +91-9440284695, +91-8790050087, +91-9866805923",principal.9@jntua.ac.in,,80,"https://www.rgmcet.edu.in/Placement_Records, https://www.rgmcet.edu.in/careers.php, https://www.rgmcet.edu.in/TAP_contactus, http://www.rgmcet.edu.in/, https://www.rgmcet.edu.in/academics, https://www.rgmcet.edu.in/department-of-cseds, https://www.rgmcet.edu.in/courses_offered1, https://www.rgmcet.edu.in/IDC",0,2026-08-03T12:13:58+00:00,Needs Follow-up,New
Rajeev Gandhi Memorial College of Engineering and Technology Fees,Andhra Pradesh,Engineering,,https://www.rajeev.ai/,,,,,,,,60,"https://www.rajeev.ai/about, https://www.rajeev.ai/, https://www.rajeev.ai/books, https://www.rajeev.ai/investing, https://www.rajeev.ai/media-and-insights, https://www.rajeev.ai/advising, https://www.rajeev.ai/privacy-policy, https://www.rajeev.ai/speaking",0,2026-08-03T11:49:33+00:00,Failed,New
Rajeev Gandhi Memorial College of Engineering and Technology Nandyal,Andhra Pradesh,Engineering,JNTUK,http://www.rgmcet.edu.in,,principal.9@jntua.ac.in,,,,principal.9@jntua.ac.in,+91-8514275203,0,,0,,Needs Follow-up,New
"Rajeev Institute of Technology, Hassan",Karnataka,Engineering,VTU,https://www.rithassan.ac.in/,,info@rithassan.ac.in,,"helpline@antiragging.in, antiragging@c4yindia.org","+91-8172243181, +91-8172243183",info@rithassan.ac.in,+91-8172243180,0,,0,,Needs Follow-up,New
Rajiv Gandhi Aviation Academy,Andhra Pradesh,Engineering,,https://www.rajivsurendra.com/,,,,rajiv.surendra.channel@gmail.comterms,,rajiv.surendra.channel@gmail.comterms,,70,"https://www.rajivsurendra.com/pages/about, https://www.rajivsurendra.com/, https://www.rajivsurendra.com/pages/shop-terms-conditions, https://www.rajivsurendra.com/pages/shop, https://www.rajivsurendra.com/policies/shipping-policy, https://www.rajivsurendra.com/collections/candles",0,2026-08-03T09:02:24+00:00,Needs Follow-up,New
Rajiv Gandhi Memorial College of Engineering and Technology,Andhra Pradesh,Engineering,"Various Deemed Universities (GITAM, KLEF, VFSTR, Vignan, Amrita)",http://www.rgmcet.edu.in,,principal.9@jntua.ac.in,,,,principal.9@jntua.ac.in,+91-8514275203,0,,0,,Needs Follow-up,New
Rajiv Gandhi University - [RGU],Karnataka,BCA,University of Mysore,https://rgu.ac.in,,registrar@rgu.ac.in,,,,registrar@rgu.ac.in,+91-3602277253,0,,0,,Needs Follow-up,New
Rajiv Gandhi University of Health Sciences,Karnataka,BCA,Bangalore University,http://www.rguhs.ac.in/,,rguhsadmissions@gmail.com,,,,rguhsadmissions@gmail.com,+91-8029601933,0,,0,,Needs Follow-up,New
Rajiv Gandhi University of Health Sciences - [RGUHS],Karnataka,BCA,University of Mysore,http://www.rguhs.ac.in/about.html,,rguhsadmissions@gmail.com,,,,rguhsadmissions@gmail.com,+91-8026961933,0,,0,,Needs Follow-up,New
"Rajiv Gandhi University of Knowledge Technologies, Nuzvid",Andhra Pradesh,Engineering,,https://www.rguktn.ac.in/,,,,,,,,95,,0,2026-08-02T12:39:38+00:00,Failed,New
Ramachandra College of Engineering Eluru,Andhra Pradesh,Engineering,,https://www.rcee.ac.in/,,,,"alumni@rcee.ac.in, docs-verify@rcee.ac.in, helpdesk@rcee.ac.in, admissions@rcee.ac.in","+91-9492935222, +91-9492936222, +91-8977005116, +91-9119110112",alumni@rcee.ac.in,+91-9492935222,95,"https://www.rcee.ac.in/about/deans, https://www.rcee.ac.in/about/core-values, https://www.rcee.ac.in/, https://www.rcee.ac.in/information/siro-dsir, https://www.rcee.ac.in/information/terms-and-conditions, https://www.rcee.ac.in/information/jntuk, https://www.rcee.ac.in/information/anti-ragging, https://www.rcee.ac.in/information/privacy-policy",0,2026-08-02T12:22:09+00:00,Needs Follow-up,New
"Ramaiah College of Arts, Science and Commerce - [RCASC], Bangalore",Karnataka,BCA,Bangalore University,https://msrcasc.edu.in/placements,,msramaiah_placements@msrcasc.edu.in,,admission@msrcasc.edu.in,+91-9742039969,msramaiah_placements@msrcasc.edu.in,+91-8023600966,0,,0,,Needs Follow-up,New
Ramaiah Institute of Business Studies,Karnataka,BCA,Bangalore University,https://ribsbangalore.in/,,admissions@ribsbangalore.in,,"principal@ribsbangalore.in, corporaterelations@ribsbangalore.in, vggh19@rimsbangalore.in",,admissions@ribsbangalore.in,+91-7411494028,0,,0,,Needs Follow-up,New
Ramaiah Institute of Business Studies - [RIBS],Karnataka,BCA,Bangalore University,https://ribsbangalore.in/placement-cell/,,admissions@ribsbangalore.in,,"principal@ribsbangalore.in, corporaterelations@ribsbangalore.in, vggh19@rimsbangalore.in","+91-8023607643, +91-7411495860, +91-8867161501",admissions@ribsbangalore.in,+91-7411494028,0,,0,,Needs Follow-up,New
"Ramaiah Institute of Technology, Bangalore",Karnataka,Engineering,,https://www.msrit.edu/,,,+91-9980018654,"minordegree@msrit.edu, coe@msrit.edu, registrar_academic@msrit.edu",,minordegree@msrit.edu,,65,"https://www.msrit.edu/, https://www.msrit.edu/placement.html, https://www.msrit.edu/support/apple_training.html, https://www.msrit.edu/apple_training.html, https://www.msrit.edu/contact-us.html",0,2026-08-02T10:53:09+00:00,Needs Follow-up,New
Rani Channamma University - [RCUB],Karnataka,BCA,University of Mysore,https://www.rcub.ac.in/placement.php,,placementcell@rcub.ac.in,,,+91-8312565265,placementcell@rcub.ac.in,+91-9480431000,0,,0,,Needs Follow-up,New
Ranipetai Engineering College,Tamil Nadu,Engineering,Anna University,https://www.ranippettaiengineeringcollege.com,,recwalaja@yahoo.com,,,+91-9790022606,recwalaja@yahoo.com,+91-4172299501,0,,0,,Needs Follow-up,New
"Rao Bahadur Y. Mahabaleswarappa Engineering College, Bellary",Karnataka,Engineering,VTU,https://rymec.edu.in/about-placements/,,principal@rymec.in,,,+91-8392242148,principal@rymec.in,+91-8392244809,0,,0,,Needs Follow-up,New
Rao's Degree College Nellore,Andhra Pradesh,BCA,Various AP Universities,https://www.vidhyarthiportal.com/college/raos-degree-college-nellore-4177/,,info@raosinstitutions.com,,,,info@raosinstitutions.com,+91-8612331094,0,,0,,Needs Follow-up,New
Rathinam College of Arts and Science,Tamil Nadu,BCA,,https://rathinamcollege.ac.in/,,corporaterelations@rathinam.in,,"arunkumars@bhc.edu.in, sakthivels@indoshellcast.com, roshan.abbas@linxap.com, adarshjenumon.mba23@rathinam.in, praveenkumar.inur@rathinam.in, info@rathinam.in, principal@rathinam.in, brindhas@gmail.com, dr.murpgaraviksp@gmail.com","+91-8448448909, +91-9585865101, +91-4224040906, +91-9003434667, +91-9942274409, +91-9944814600, +91-9345799425, +91-9688203722, +91-9207601679, +91-7845463828, +91-8667419932, +91-8220094263, +91-9843160533, +91-7510502774, +91-9566695752",,+91-8448448909,85,"https://rathinamcollege.ac.in/placement-registration/, https://rathinamcollege.ac.in/, https://rathinamcollege.ac.in/programmes-offered/, https://rathinamcollege.ac.in/inter-proj/, https://rathinamcollege.ac.in/ph-d-psychology/, https://rathinamcollege.ac.in/board-of-study-bos/, https://rathinamcollege.ac.in/principals-message/, https://rathinamcollege.ac.in/value-added-courses-add-on-courses/",0,2026-08-02T14:58:14+00:00,Needs Follow-up,New
Rathinam Technical Campus,Tamil Nadu,Engineering,Anna University,https://rathinamtechnicalcampus.com,,infoadmission.rathinam@gmail.com,,"vaidevi.biotech@rathinam.in, kumar.rtc@rathinam.in, bradha.physics@rathinam.in, bradhaaraj@gmail.com, aruna.physics@rathinam.in, arunakk2007@gmail.com, vaidevi.biotech@rathinam.in, kumar.rtc@rathinam.in, bradha.physics@rathinam.in, bradhaaraj@gmail.com, aruna.physics@rathinam.in, arunakk2007@gmail.com",,infoadmission.rathinam@gmail.com,+91-8448448909,0,,0,,Needs Follow-up,New
Rathinam Technical Campus of Technology,Tamil Nadu,Engineering,Anna University,https://rathinamtechnicalcampus.com,,infoadmission.rathinam@gmail.com,,"vaidevi.biotech@rathinam.in, kumar.rtc@rathinam.in, bradha.physics@rathinam.in, bradhaaraj@gmail.com, aruna.physics@rathinam.in, arunakk2007@gmail.com, vaidevi.biotech@rathinam.in, kumar.rtc@rathinam.in, bradha.physics@rathinam.in, bradhaaraj@gmail.com, aruna.physics@rathinam.in, arunakk2007@gmail.com",,infoadmission.rathinam@gmail.com,+91-8448448909,0,,0,,Needs Follow-up,New
Ravindra College of Engineering For Women Kurnool,Andhra Pradesh,Engineering,,https://www.recw.ac.in/,,,,principal@recw.ac.in,"+91-8639756876, +91-9246911869, +91-9391002853, +91-9885208518, +91-8179253191, +91-8639745757, +91-9848875808, +91-9948187766, +91-9640570387, +91-9440209169, +91-9392960272, +91-9666487708",principal@recw.ac.in,+91-8639756876,65,"https://www.recw.ac.in/placementstatistics/, https://www.recw.ac.in/contact-us/, https://www.recw.ac.in/, https://www.recw.ac.in/facilities/, https://www.recw.ac.in/anti/, https://www.recw.ac.in/company-visits/, https://www.recw.ac.in/programmes/, https://www.recw.ac.in/resources/",0,2026-08-02T12:16:11+00:00,Needs Follow-up,New
Ravindra College of Engineering for Women,Andhra Pradesh,Engineering,JNTU,https://www.recw.ac.in/placementstatistics/,,principal@recw.ac.in,,,+91-9246911869,principal@recw.ac.in,+91-8639756876,0,,0,,Needs Follow-up,New
Ravindra College of Engineering for Women - [RCEW],Andhra Pradesh,Engineering,JNTUK,https://www.rcew.ac.in/,,tpo@rcew.ac.in,,,,tpo@rcew.ac.in,+91-9001099930,0,,0,,Needs Follow-up,New
"Reva Institute of Technology and Management, Bangalore",Karnataka,Engineering,VTU,https://www.reva.edu.in/,,admissions@reva.edu.in,,,"+91-9611201303, +91-9021190211",admissions@reva.edu.in,+91-8046966966,0,,0,,Needs Follow-up,New
S-VYASA University,Karnataka,BCA,University of Mysore,https://svyasa.edu.in/,,info@svyasa.edu.in,,admissions@svyasa.org,,info@svyasa.edu.in,+91-9070907066,0,,0,,Needs Follow-up,New
"S.C.T. Institute of Technology, Bangalore",Karnataka,Engineering,VTU,https://sctpolytechnic.in/,,sctpolytechnic@gmail.com,,,,sctpolytechnic@gmail.com,+91-9448088480,0,,0,,Needs Follow-up,New
"S.D.M. Institute of Technology, Ujire",Karnataka,Engineering,VTU,https://www.sdmesociety.in/contact/,,ho@sdmesociety.in,,,+91-8256236220,ho@sdmesociety.in,+91-8256236225,0,,0,,Needs Follow-up,New
"S.E.A. College of Arts, Commerce and Science - [SEACSAM]",Karnataka,BCA,Bangalore University,https://seadegree.ac.in/,,priseadegree@gmail.com,,manjunath@seadegree.ac.in,,priseadegree@gmail.com,+91-8029730623,0,,0,,Needs Follow-up,New
"S.E.A. College of Engineering and Technology, Bangalore",Karnataka,Engineering,VTU,https://seacet.edu.in/,,seaeduinfo@seaedu.ac.in,,admissions@seaedu.ac.in,"+91-6366453030, +91-7353313603, +91-8105548973, +91-8025613418",seaeduinfo@seaedu.ac.in,+91-7353945999,0,,0,,Needs Follow-up,New
"S.G. Balekundri Institute of Technology, Belgaum",Karnataka,Engineering,VTU,http://www.sgbit.edu.in,,info@sgbit.edu.in,,,,info@sgbit.edu.in,+91-8312407172,0,,0,,Needs Follow-up,New
"S.J.C. Institute of Technology, Chickballapur",Karnataka,Engineering,VTU,https://sjcit.ac.in/contact-us/,,principal@sjcit.ac.in,,,"+91-9880143028, +91-8156200183, +91-8156200185, +91-8156200184, +91-8156200187, +91-8156200186",principal@sjcit.ac.in,+91-9731292555,0,,0,,Needs Follow-up,New
"S.J.M. Institute of Technology, Chitradurga",Karnataka,Engineering,VTU,https://sjmit.ac.in,,principal@sjmit.ac.in,,sjmitprincipal@gmail.com,"+91-9483190087, +91-8194227717",principal@sjmit.ac.in,+91-8194222866,0,,0,,Needs Follow-up,New
SASTRA University,Tamil Nadu,Engineering,,https://www.sastra.edu/,,,,,,,+91-4362264101,100,,0,2026-08-02T11:03:41+00:00,Failed,New
SASTRA University BE/B.Tech,Tamil Nadu,Engineering,,https://www.sastra.edu/,,,,,,,+91-4362264101,100,,0,2026-08-02T11:04:21+00:00,Failed,New
"SASTRA University Thanjavur - Shanmugha Arts Science Technology Research and Academy, Thanjavur",Tamil Nadu,Engineering,,https://www.sastra.edu/,,,,,,,+91-4362264101,100,,0,2026-08-02T11:09:33+00:00,Failed,New
SCSVMV,Tamil Nadu,BCA,Various TN Universities,http://www.kanchiuniv.ac.in,,info@kanchiuniv.ac.in,,"registrar@kanchiuniv.ac.in, registrar@kanchiuniv.ac.in",,info@kanchiuniv.ac.in,+91-4427264028,0,,0,,Needs Follow-up,New
